-112.72	49.69	902.0	-1.96	1.42	6.11	13.02	18.37	22.36	25.48	25.37	19.94	13.88	4.27	-0.31	-13.77	-10.63	-6.30	-0.77	4.34	8.56	10.44	9.82	4.89	-0.07	-7.03	-11.74	20.82	13.48	25.11	30.94	50.68	60.35	40.00	43.04	35.39	18.00	16.97	19.69
-102.91	49.25	580.0	-9.68	-5.54	1.18	11.32	18.91	23.43	26.37	25.92	19.23	11.99	0.51	-6.86	-20.40	-15.88	-9.30	-1.66	5.07	9.98	12.22	11.01	5.23	-1.11	-9.43	-17.23	18.61	15.64	22.41	26.56	49.72	70.87	60.22	45.90	41.28	23.83	17.74	19.07
-104.67	52.82	456.0	-13.39	-9.14	-2.28	8.59	17.71	21.95	23.80	23.28	16.75	9.11	-3.09	-10.86	-23.49	-19.27	-12.59	-2.84	4.07	9.13	11.10	9.76	4.46	-1.66	-11.17	-20.18	19.13	12.62	18.22	24.61	43.38	68.35	73.21	51.81	39.30	25.46	17.91	21.73
-104.65	50.39	571.0	-10.49	-6.53	0.42	11.00	18.85	23.26	25.71	25.35	18.73	11.52	-0.11	-7.72	-21.31	-16.95	-10.21	-1.99	4.63	9.67	11.79	10.66	4.76	-1.68	-10.42	-18.26	17.29	12.87	19.88	22.94	49.28	68.48	59.66	40.11	32.84	20.25	14.34	19.29
-106.78	52.20	505.0	-11.62	-7.55	-0.54	10.65	18.52	22.63	24.94	24.39	17.99	10.78	-1.51	-9.21	-22.04	-17.92	-10.83	-1.84	4.59	9.41	11.42	10.27	4.62	-1.58	-10.65	-19.11	17.72	11.06	14.58	23.45	44.37	57.79	62.64	38.19	30.06	16.89	15.02	18.52
-108.76	52.37	646.0	-11.40	-7.82	-0.90	10.24	17.91	21.81	23.86	23.64	17.40	10.44	-1.87	-9.08	-21.65	-18.02	-11.10	-2.35	3.95	8.60	10.47	9.39	3.90	-2.26	-11.21	-18.96	19.05	11.15	16.04	24.02	37.25	61.26	66.44	43.44	30.62	13.80	16.84	18.70
-107.76	50.30	734.0	-7.39	-3.66	2.75	11.84	18.39	22.79	25.62	25.64	19.05	12.13	1.27	-5.02	-17.54	-13.74	-7.88	-1.23	4.50	9.20	11.30	10.63	5.03	-0.70	-8.69	-15.17	16.00	12.01	17.84	21.37	48.14	62.85	52.48	38.33	29.72	16.01	14.21	19.22
-102.49	51.25	497.0	-12.46	-8.31	-1.60	9.12	17.77	22.04	24.33	23.73	17.22	10.02	-1.83	-9.91	-23.15	-18.85	-12.22	-2.93	4.15	9.21	11.33	9.88	4.49	-1.63	-10.74	-19.72	20.35	14.57	23.01	22.59	47.09	78.29	68.72	56.80	48.82	23.43	17.78	22.73
-99.93	49.93	413.0	-12.22	-7.89	-0.83	10.03	18.59	22.83	25.27	24.79	18.28	10.80	-0.98	-9.46	-23.37	-19.13	-11.73	-2.82	4.23	9.53	11.68	10.38	4.78	-1.61	-10.72	-19.93	20.47	15.74	21.87	28.46	51.63	73.12	69.36	61.79	46.63	28.76	19.32	21.48
-100.56	49.19	498.0	-10.35	-6.36	0.28	10.83	19.11	23.27	25.85	25.59	18.99	11.49	-0.09	-7.80	-21.37	-17.03	-10.05	-1.78	5.24	10.29	12.41	11.26	5.59	-0.91	-9.54	-18.05	22.76	18.42	23.29	29.86	53.96	79.87	64.99	57.11	46.57	33.99	23.22	21.19
-98.07	49.17	299.0	-11.17	-6.95	-0.35	10.57	19.50	23.58	25.93	25.45	19.21	11.40	-0.24	-8.33	-20.76	-16.53	-9.49	-1.32	5.81	11.27	13.55	12.15	6.78	0.50	-8.43	-17.23	23.45	20.35	25.27	31.33	59.26	82.22	69.27	63.41	50.93	39.78	27.93	23.97
-96.70	49.55	263.0	-12.43	-7.90	-0.47	10.37	19.15	23.15	25.55	24.77	18.42	10.78	-0.86	-9.42	-23.29	-19.10	-11.18	-2.29	4.91	10.14	12.59	11.26	5.87	-0.15	-9.44	-19.32	24.21	18.17	22.72	29.05	57.64	88.15	77.17	66.10	56.84	42.58	29.92	24.82
-101.06	54.01	270.0	-15.76	-10.50	-2.72	7.04	15.43	20.79	23.41	22.25	14.99	7.17	-4.15	-13.02	-25.74	-21.81	-15.10	-5.06	2.55	8.77	11.80	10.50	4.76	-1.29	-11.65	-22.11	17.89	14.35	18.34	23.49	35.50	66.85	64.25	58.03	53.10	37.47	23.92	21.85
-77.35	44.10	88.0	-2.54	-1.34	3.82	11.20	18.33	23.22	26.18	25.11	20.27	13.52	6.79	0.56	-11.54	-10.50	-5.20	1.55	7.76	12.63	15.68	14.95	10.64	4.56	-0.43	-7.44	77.71	60.31	73.47	76.86	72.29	70.81	56.80	73.34	84.62	75.97	90.80	86.68
-93.41	48.63	336.0	-10.60	-5.80	1.11	10.23	18.57	22.73	25.24	23.96	17.71	10.49	0.04	-8.00	-21.64	-17.56	-10.35	-2.38	4.98	10.18	12.84	11.60	6.50	0.85	-7.61	-17.43	32.41	24.26	30.61	41.56	69.25	107.30	89.81	87.85	82.68	56.92	45.44	31.84
-82.85	42.03	183.0	-1.00	0.43	6.00	12.69	19.75	24.80	27.36	26.18	22.30	15.40	8.15	1.82	-7.77	-6.76	-2.16	3.19	9.49	15.02	17.63	16.79	12.89	6.91	1.52	-4.29	55.53	52.65	69.21	78.72	71.30	79.26	69.61	77.32	85.26	60.85	72.88	72.42
-82.50	49.39	219.0	-12.41	-8.47	-1.76	6.85	15.85	21.16	23.79	22.18	15.69	8.21	-0.62	-8.99	-24.91	-22.55	-15.46	-5.94	2.04	7.58	10.63	9.49	4.90	-0.40	-8.40	-19.37	55.82	35.76	51.78	49.66	64.46	81.46	94.36	76.63	92.06	81.31	64.80	56.92
-81.10	43.07	291.0	-2.61	-1.54	3.95	11.43	18.94	23.79	26.19	25.12	20.77	13.89	6.60	0.33	-9.94	-9.44	-4.55	1.26	7.24	12.31	14.70	13.90	10.03	4.43	-0.48	-6.33	76.82	59.32	74.37	80.30	80.62	82.18	80.24	79.53	92.47	76.33	92.70	87.80
-75.70	45.37	61.8	-6.01	-3.81	2.30	10.96	19.19	23.89	26.54	25.07	19.72	12.67	4.94	-2.77	-15.39	-13.75	-7.28	0.63	7.38	12.38	14.93	13.75	9.06	3.20	-2.27	-10.85	70.25	56.62	68.05	69.15	77.91	83.67	83.24	82.94	84.44	77.30	77.91	77.33
-84.46	46.52	192.0	-5.59	-4.00	1.24	8.76	16.69	21.09	23.85	22.96	17.91	11.35	3.89	-2.41	-15.28	-14.45	-9.05	-1.79	4.05	8.50	11.62	11.72	7.89	2.73	-2.96	-10.38	79.74	46.41	59.78	63.87	62.69	74.20	70.82	84.33	94.37	89.07	85.05	85.66
-79.44	43.17	94.0	-0.61	0.25	4.99	11.65	18.58	23.83	26.78	25.61	21.32	14.70	8.22	2.37	-7.55	-6.93	-2.90	2.39	8.03	13.62	16.85	16.24	12.27	6.26	1.39	-4.14	64.69	55.22	67.58	73.97	74.23	77.67	71.59	70.69	86.07	70.01	78.18	75.74
-81.14	44.73	191.0	-2.70	-2.15	2.67	9.70	16.71	21.44	24.23	23.48	19.27	12.96	6.18	0.28	-10.45	-10.79	-6.36	0.16	5.47	10.27	13.70	13.50	9.74	4.59	-0.36	-6.48	108.56	66.36	68.52	65.18	70.54	70.01	65.46	80.39	95.98	88.04	103.24	109.15
-71.03	48.32	174.3	-10.25	-7.83	-0.63	7.33	16.24	21.90	24.00	22.52	16.58	9.24	1.34	-6.65	-22.00	-19.89	-12.25	-3.37	3.16	8.82	11.76	10.51	5.84	0.46	-6.32	-16.67	63.88	51.28	54.62	59.42	83.85	89.70	117.90	97.42	98.30	82.09	74.77	76.45
-72.51	45.91	79.5	-6.06	-4.24	1.85	10.13	18.68	23.33	25.67	24.28	19.00	12.06	4.58	-2.78	-16.24	-14.57	-7.86	0.06	6.75	12.00	14.57	13.33	8.52	2.79	-2.87	-11.60	80.78	58.62	71.83	78.35	88.41	98.24	100.81	106.53	99.40	88.25	94.57	86.58
-74.11	45.04	59.6	-4.69	-3.12	2.73	10.99	19.27	23.91	26.46	25.13	20.17	13.25	5.83	-1.31	-14.14	-12.80	-6.57	0.94	7.60	12.75	15.42	14.21	9.62	3.63	-1.63	-9.62	76.08	60.47	72.42	82.12	81.88	88.02	89.07	95.79	97.18	82.86	89.57	79.84
-71.82	45.37	175.0	-5.01	-3.10	2.79	10.27	18.48	23.00	25.36	24.04	19.02	12.25	4.88	-1.98	-15.93	-14.67	-8.07	-0.64	5.62	10.83	13.45	12.38	7.84	2.20	-3.10	-11.33	85.80	62.38	75.41	78.82	95.74	102.92	113.37	116.90	98.09	90.22	89.41	90.30
-73.64	45.50	59.4	-5.57	-3.73	2.30	10.71	19.05	23.82	26.36	24.97	19.68	12.55	5.16	-2.18	-14.26	-12.55	-6.33	1.17	8.08	13.23	15.96	14.71	9.89	3.96	-1.61	-9.97	78.03	60.90	71.65	80.31	83.59	86.92	93.48	91.77	96.29	82.94	93.31	82.89
-72.49	48.83	119.0	-11.70	-8.61	-1.40	6.96	16.37	21.89	24.04	22.56	16.70	9.20	0.96	-7.77	-24.13	-22.04	-13.98	-4.08	3.02	8.47	11.40	10.00	5.39	0.07	-7.07	-18.54	65.16	44.61	51.67	57.24	81.51	79.79	110.24	94.32	91.40	68.64	67.01	66.41
-71.39	46.79	63.8	-7.68	-5.41	0.72	8.31	17.33	22.39	24.91	23.51	17.91	10.86	3.21	-4.36	-17.20	-15.40	-8.82	-1.10	5.56	10.89	13.71	12.60	7.85	2.23	-3.66	-12.42	90.62	69.79	79.02	81.88	104.52	110.73	124.70	112.26	120.83	101.87	95.35	99.58
-71.66	45.43	207.0	-5.31	-3.44	2.48	9.92	18.20	22.66	25.04	23.73	18.73	11.99	4.61	-2.29	-16.48	-15.14	-8.61	-1.05	5.21	10.38	12.99	11.96	7.44	1.80	-3.57	-11.90	88.00	64.05	77.53	78.85	96.37	105.51	112.85	118.60	99.74	91.40	91.04	91.56
-67.54	46.18	81.0	-5.47	-3.25	2.43	9.38	17.69	22.81	25.48	24.41	18.98	11.99	4.58	-2.46	-16.54	-15.32	-8.53	-1.52	4.55	9.78	12.86	11.83	7.03	1.56	-3.56	-12.00	100.09	65.32	89.84	81.97	94.05	92.61	94.07	87.09	91.81	90.24	95.27	101.60
-65.68	47.60	14.0	-6.01	-4.26	1.28	7.17	15.43	21.60	24.54	23.56	18.23	11.31	4.06	-2.75	-16.41	-15.30	-8.90	-2.04	3.78	9.61	13.18	12.30	7.44	1.97	-3.26	-11.62	90.17	62.30	83.48	82.19	88.79	80.00	94.43	90.18	73.34	94.86	91.85	98.50
-66.47	45.87	19.0	-4.00	-2.14	3.05	9.66	17.45	22.66	25.50	24.69	19.49	12.79	5.62	-1.13	-14.82	-13.56	-7.41	-0.89	4.77	9.71	12.99	12.25	7.51	2.15	-2.70	-10.61	107.38	73.56	96.79	85.28	96.50	87.59	86.38	82.32	92.86	97.27	101.49	106.28
-65.59	45.71	54.0	-3.08	-1.81	2.92	9.25	16.59	21.55	24.54	24.07	19.02	12.67	6.10	-0.17	-13.85	-12.78	-7.08	-0.85	4.63	9.47	12.81	12.19	7.87	2.55	-2.27	-9.89	119.87	80.58	107.19	88.48	100.49	87.78	93.98	77.25	99.26	104.61	107.68	117.96
-64.46	45.06	75.0	-1.12	-0.78	3.45	9.28	16.34	21.50	24.70	24.07	19.44	13.24	7.27	1.63	-10.22	-9.88	-5.44	-0.03	4.97	9.85	13.32	12.90	8.81	3.78	-0.26	-6.61	127.51	94.84	113.95	89.29	93.60	79.66	86.63	80.16	99.97	105.28	118.99	127.47
-64.27	45.79	13.0	-2.44	-1.87	2.50	8.30	15.38	20.49	23.73	23.31	18.78	12.73	6.44	0.46	-12.22	-11.68	-6.42	-0.69	4.53	9.42	12.94	12.63	8.66	3.56	-1.11	-8.17	113.93	83.69	101.19	88.37	95.48	84.56	93.12	81.12	97.78	107.35	108.09	115.11
-60.11	46.17	30.0	-1.06	-1.67	1.69	6.10	12.57	18.42	22.37	22.48	18.32	12.37	6.93	1.85	-9.42	-10.38	-6.29	-1.43	2.94	7.91	12.52	13.22	9.35	4.47	0.27	-5.32	146.94	116.38	129.25	127.68	103.09	95.71	88.27	95.33	112.63	149.56	151.61	162.81
-63.07	46.30	26.0	-3.01	-3.05	1.26	6.76	14.01	19.61	23.29	22.78	18.19	12.01	6.02	0.17	-11.90	-11.77	-6.62	-0.97	4.40	9.97	14.16	13.93	9.71	4.46	-0.36	-7.34	102.55	79.89	86.07	83.24	92.67	83.76	81.85	83.76	90.66	112.03	111.95	120.45
-64.26	46.68	32.0	-4.17	-3.58	0.95	6.55	14.25	19.97	23.49	22.99	18.17	11.64	5.26	-0.96	-12.96	-12.45	-7.14	-1.34	4.23	9.81	13.77	13.37	9.09	3.73	-1.08	-8.24	102.32	78.61	91.31	84.28	95.24	82.06	96.20	82.16	94.09	103.71	104.81	107.98
-58.00	48.97	90.0	-3.04	-3.57	0.74	5.98	11.87	17.39	21.29	20.70	16.19	9.93	4.48	-0.33	-10.87	-12.41	-8.30	-2.04	2.33	7.19	11.53	11.43	7.48	2.72	-1.33	-6.92	128.13	86.65	87.68	67.74	80.01	90.42	97.96	106.79	111.99	124.47	119.07	128.50
-57.42	49.27	116.0	-3.91	-4.32	0.21	5.48	11.92	17.64	21.51	20.70	15.84	9.34	3.74	-1.23	-12.99	-14.57	-9.92	-3.23	1.25	5.94	10.31	10.09	6.24	1.48	-2.77	-8.89	111.27	76.06	79.09	66.84	79.70	89.18	97.35	107.07	105.33	115.17	108.64	109.52
-54.56	48.89	25.0	-2.45	-2.60	1.30	6.19	12.48	17.88	22.06	21.40	16.66	10.41	5.09	0.03	-11.21	-11.91	-7.60	-1.92	2.17	6.42	11.02	11.12	7.29	2.55	-1.60	-7.37	96.52	81.49	87.69	78.89	79.69	82.03	80.13	90.14	97.56	109.04	95.97	95.99
-59.11	47.64	48.0	-1.79	-2.76	0.35	4.48	9.52	14.01	17.88	19.02	15.55	10.22	5.39	0.90	-8.66	-9.98	-6.59	-1.51	2.45	6.77	11.18	11.88	8.30	3.77	-0.18	-5.12	148.30	108.98	112.09	113.18	112.79	101.56	110.41	107.93	119.14	146.22	145.79	166.52
-52.84	47.52	154.0	-0.57	-1.01	1.61	5.46	10.91	16.00	20.29	19.97	15.97	10.63	6.02	1.51	-8.18	-8.77	-5.74	-1.67	1.94	6.12	10.65	11.35	8.02	3.60	-0.40	-5.10	134.36	109.14	116.88	106.32	94.28	94.14	86.07	98.10	121.02	146.14	129.25	134.79
-58.63	48.59	70.0	-2.72	-3.46	0.49	5.59	11.30	16.16	19.85	19.95	15.85	10.01	4.86	-0.01	-10.35	-12.08	-8.26	-1.94	2.42	7.04	11.53	11.59	7.65	2.96	-1.09	-6.58	135.66	93.46	89.76	73.51	92.65	97.93	107.13	115.18	122.06	129.10	126.14	132.86
