long	lat	elev	station	year	month	day	max	min	total_ppt
-122.59	58.83	309.00	0002846	1971	03	03	-5.38	-18.95	0.64
-122.59	58.83	309.00	0002846	1971	03	04	-5.27	-18.51	0.68
-122.59	58.83	309.00	0002846	1971	03	05	-6.30	-18.56	0.45
-122.59	58.83	309.00	0002846	1971	03	06	-5.88	-19.33	0.48
-122.59	58.83	309.00	0002846	1971	03	07	-5.13	-18.57	0.46
-122.59	58.83	309.00	0002846	1971	03	08	-3.52	-18.05	0.41
-122.59	58.83	309.00	0002846	1971	03	09	-3.07	-16.50	0.63
-122.59	58.83	309.00	0002846	1971	03	10	-1.89	-15.14	0.73
-122.59	58.83	309.00	0002846	1971	03	11	-2.08	-15.04	0.33
-122.59	58.83	309.00	0002846	1971	03	12	-1.51	-14.69	0.51
-122.59	58.83	309.00	0002846	1971	03	13	-0.72	-13.81	0.31
-122.59	58.83	309.00	0002846	1971	03	14	0.03	-12.84	0.46
-122.59	58.83	309.00	0002846	1971	03	15	0.59	-13.64	0.25
-122.59	58.83	309.00	0002846	1971	03	16	0.25	-13.12	0.36
-122.59	58.83	309.00	0002846	1971	03	17	0.11	-13.42	0.46
-122.59	58.83	309.00	0002846	1971	03	18	-0.08	-13.02	0.97
-122.59	58.83	309.00	0002846	1971	03	19	1.09	-12.23	0.76
-122.59	58.83	309.00	0002846	1971	03	20	0.62	-12.43	0.50
-122.59	58.83	309.00	0002846	1971	03	21	0.68	-13.02	0.82
-122.59	58.83	309.00	0002846	1971	03	22	1.46	-12.95	0.53
-122.59	58.83	309.00	0002846	1971	03	23	1.18	-11.33	0.87
-122.59	58.83	309.00	0002846	1971	03	24	1.61	-11.74	0.67
-122.59	58.83	309.00	0002846	1971	03	25	2.24	-11.43	0.40
-122.59	58.83	309.00	0002846	1971	03	26	2.26	-11.41	0.47
-122.59	58.83	309.00	0002846	1971	03	27	3.16	-10.56	0.41
-122.59	58.83	309.00	0002846	1971	03	28	4.13	-9.17	0.33
-122.59	58.83	309.00	0002846	1971	03	29	4.80	-8.40	0.34
-122.59	58.83	309.00	0002846	1971	03	30	4.70	-7.29	0.30
-122.59	58.83	309.00	0002846	1971	03	31	4.37	-8.23	0.45
-122.59	58.83	309.00	0002846	1971	04	01	4.88	-8.09	0.82
-122.59	58.83	309.00	0002846	1971	04	02	4.23	-7.85	0.87
-122.59	58.83	309.00	0002846	1971	04	03	5.00	-8.60	0.64
-122.59	58.83	309.00	0002846	1971	04	04	5.53	-7.79	0.43
-122.59	58.83	309.00	0002846	1971	04	05	5.61	-7.30	0.54
-122.59	58.83	309.00	0002846	1971	04	06	6.09	-6.61	0.22
-122.59	58.83	309.00	0002846	1971	04	07	6.76	-5.95	1.01
-122.59	58.83	309.00	0002846	1971	04	08	5.96	-5.77	0.74
-122.59	58.83	309.00	0002846	1971	04	09	6.54	-5.52	0.47
-122.59	58.83	309.00	0002846	1971	04	10	7.47	-5.70	0.16
-122.59	58.83	309.00	0002846	1971	04	11	7.93	-5.18	0.58
-122.59	58.83	309.00	0002846	1971	04	12	8.31	-3.91	0.48
-122.59	58.83	309.00	0002846	1971	04	13	8.44	-4.49	0.22
-122.59	58.83	309.00	0002846	1971	04	14	9.27	-4.46	0.71
-122.59	58.83	309.00	0002846	1971	04	15	9.63	-4.02	0.34
-122.59	58.83	309.00	0002846	1971	04	16	11.26	-3.32	0.19
-122.59	58.83	309.00	0002846	1971	04	17	11.51	-3.03	0.45
-122.59	58.83	309.00	0002846	1971	04	18	11.53	-2.39	0.13
-122.59	58.83	309.00	0002846	1971	04	19	11.96	-1.18	0.45
-122.59	58.83	309.00	0002846	1971	04	20	12.44	-1.68	0.30
-122.59	58.83	309.00	0002846	1971	04	21	12.53	-1.41	0.24
-122.59	58.83	309.00	0002846	1971	04	22	12.44	-1.05	0.55
-122.59	58.83	309.00	0002846	1971	04	23	13.17	-0.72	0.43
-122.59	58.83	309.00	0002846	1971	04	24	12.67	-0.70	2.03
-122.59	58.83	309.00	0002846	1971	04	25	12.83	-0.49	1.04
-122.59	58.83	309.00	0002846	1971	04	26	14.12	-0.25	0.41
-122.59	58.83	309.00	0002846	1971	04	27	14.56	0.79	0.50
-122.59	58.83	309.00	0002846	1971	04	28	13.81	0.42	0.80
-122.59	58.83	309.00	0002846	1971	04	29	14.33	0.18	0.69
-122.59	58.83	309.00	0002846	1971	04	30	14.91	-0.08	1.35
-122.59	58.83	309.00	0002846	1971	05	01	14.44	0.60	1.21
-122.59	58.83	309.00	0002846	1971	05	02	14.94	0.58	0.62
-122.59	58.83	309.00	0002846	1971	05	03	15.07	1.10	1.50
-122.59	58.83	309.00	0002846	1971	05	04	14.04	1.19	1.30
-122.59	58.83	309.00	0002846	1971	05	05	15.00	0.84	0.55
-122.59	58.83	309.00	0002846	1971	05	06	15.09	1.45	1.34
-122.59	58.83	309.00	0002846	1971	05	07	15.98	1.52	0.89
-122.59	58.83	309.00	0002846	1971	05	08	15.71	1.13	0.84
-122.59	58.83	309.00	0002846	1971	05	09	15.07	1.74	1.60
-122.59	58.83	309.00	0002846	1971	05	10	15.65	1.51	2.00
-122.59	58.83	309.00	0002846	1971	05	11	17.53	1.89	1.13
-122.59	58.83	309.00	0002846	1971	05	12	17.51	2.98	2.26
-122.59	58.83	309.00	0002846	1971	05	13	16.39	3.26	1.74
-122.59	58.83	309.00	0002846	1971	05	14	14.54	3.55	2.67
-122.59	58.83	309.00	0002846	1971	05	15	15.92	2.47	1.59
-122.59	58.83	309.00	0002846	1971	05	16	16.80	2.63	1.39
-122.59	58.83	309.00	0002846	1971	05	17	16.95	3.36	1.20
-122.59	58.83	309.00	0002846	1971	05	18	17.07	3.03	0.98
-122.59	58.83	309.00	0002846	1971	05	19	17.90	3.94	0.76
-122.59	58.83	309.00	0002846	1971	05	20	18.15	3.51	1.69
-122.59	58.83	309.00	0002846	1971	05	21	17.63	3.28	2.14
-122.59	58.83	309.00	0002846	1971	05	22	17.24	3.65	0.86
-122.59	58.83	309.00	0002846	1971	05	23	18.21	4.22	0.99
-122.59	58.83	309.00	0002846	1971	05	24	18.10	4.77	1.77
-122.59	58.83	309.00	0002846	1971	05	25	17.62	5.12	1.62
-122.59	58.83	309.00	0002846	1971	05	26	18.66	5.20	0.99
-122.59	58.83	309.00	0002846	1971	05	27	18.58	4.94	1.58
-122.59	58.83	309.00	0002846	1971	05	28	20.81	5.78	1.18
-122.59	58.83	309.00	0002846	1971	05	29	20.66	6.12	1.93
-122.59	58.83	309.00	0002846	1971	05	30	20.52	6.81	2.01
-122.59	58.83	309.00	0002846	1971	05	31	20.17	6.17	2.26
-122.59	58.83	309.00	0002846	1971	06	01	19.74	6.82	3.33
-122.59	58.83	309.00	0002846	1971	06	02	20.17	6.46	2.22
-122.59	58.83	309.00	0002846	1971	06	03	20.98	6.86	1.22
-122.59	58.83	309.00	0002846	1971	06	04	20.42	7.07	2.33
-122.59	58.83	309.00	0002846	1971	06	05	19.17	7.73	2.33
-122.59	58.83	309.00	0002846	1971	06	06	19.63	6.86	3.71
-122.59	58.83	309.00	0002846	1971	06	07	20.84	7.53	2.41
-122.59	58.83	309.00	0002846	1971	06	08	20.53	7.66	3.08
-122.59	58.83	309.00	0002846	1971	06	09	19.84	7.96	2.26
-122.59	58.83	309.00	0002846	1971	06	10	20.15	7.36	2.56
-122.59	58.83	309.00	0002846	1971	06	11	20.80	7.59	1.55
-122.59	58.83	309.00	0002846	1971	06	12	21.50	7.79	1.26
-122.59	58.83	309.00	0002846	1971	06	13	21.90	7.94	1.06
-122.59	58.83	309.00	0002846	1971	06	14	22.22	7.85	1.57
-122.59	58.83	309.00	0002846	1971	06	15	21.20	9.04	3.49
-122.59	58.83	309.00	0002846	1971	06	16	21.38	7.97	3.23
-122.59	58.83	309.00	0002846	1971	06	17	21.80	8.71	2.59
-122.59	58.83	309.00	0002846	1971	06	18	22.88	9.44	1.69
-122.59	58.83	309.00	0002846	1971	06	19	22.06	9.47	2.92
-122.59	58.83	309.00	0002846	1971	06	20	23.04	9.39	1.28
-122.59	58.83	309.00	0002846	1971	06	21	22.77	9.08	1.45
-122.59	58.83	309.00	0002846	1971	06	22	22.29	8.88	1.76
-122.59	58.83	309.00	0002846	1971	06	23	23.08	9.15	1.37
-122.59	58.83	309.00	0002846	1971	06	24	21.90	9.00	1.78
-122.59	58.83	309.00	0002846	1971	06	25	22.75	9.27	2.87
-122.59	58.83	309.00	0002846	1971	06	26	22.96	9.90	1.61
-122.59	58.83	309.00	0002846	1971	06	27	23.05	9.32	2.00
-122.59	58.83	309.00	0002846	1971	06	28	23.32	8.88	1.13
-122.59	58.83	309.00	0002846	1971	06	29	23.02	10.09	1.39
-122.59	58.83	309.00	0002846	1971	06	30	22.50	9.62	2.60
-122.59	58.83	309.00	0002846	1971	07	01	21.94	10.23	4.52
-122.59	58.83	309.00	0002846	1971	07	02	22.02	9.84	3.66
-122.59	58.83	309.00	0002846	1971	07	03	22.03	9.92	1.74
-122.59	58.83	309.00	0002846	1971	07	04	22.55	9.68	2.35
-122.59	58.83	309.00	0002846	1971	07	05	22.72	9.72	2.87
-122.59	58.83	309.00	0002846	1971	07	06	21.90	9.74	2.94
-122.59	58.83	309.00	0002846	1971	07	07	23.09	9.29	2.38
-122.59	58.83	309.00	0002846	1971	07	08	23.15	9.82	2.33
-122.59	58.83	309.00	0002846	1971	07	09	23.15	9.91	2.01
-122.59	58.83	309.00	0002846	1971	07	10	23.84	10.37	2.89
-122.59	58.83	309.00	0002846	1971	07	11	24.18	10.72	3.36
-122.59	58.83	309.00	0002846	1971	07	12	23.28	11.23	3.43
-122.59	58.83	309.00	0002846	1971	07	13	22.84	10.69	4.09
-122.59	58.83	309.00	0002846	1971	07	14	22.52	10.98	3.10
-122.59	58.83	309.00	0002846	1971	07	15	22.50	10.55	2.07
-122.59	58.83	309.00	0002846	1971	07	16	22.42	10.33	4.06
-122.59	58.83	309.00	0002846	1971	07	17	23.02	10.10	2.15
-122.59	58.83	309.00	0002846	1971	07	18	24.13	10.18	1.38
-122.59	58.83	309.00	0002846	1971	07	19	24.06	10.23	2.23
-122.59	58.83	309.00	0002846	1971	07	20	24.57	11.20	1.23
-122.59	58.83	309.00	0002846	1971	07	21	23.82	10.92	3.37
-122.59	58.83	309.00	0002846	1971	07	22	23.24	10.42	3.68
-122.59	58.83	309.00	0002846	1971	07	23	22.99	10.71	1.99
-122.59	58.83	309.00	0002846	1971	07	24	24.52	9.98	1.39
-122.59	58.83	309.00	0002846	1971	07	25	25.05	10.77	2.21
-122.59	58.83	309.00	0002846	1971	07	26	24.61	11.38	3.38
-122.59	58.83	309.00	0002846	1971	07	27	24.04	11.07	2.29
-122.59	58.83	309.00	0002846	1971	07	28	23.39	10.61	2.17
-122.59	58.83	309.00	0002846	1971	07	29	23.67	10.36	1.52
-122.59	58.83	309.00	0002846	1971	07	30	24.22	10.72	1.77
-122.59	58.83	309.00	0002846	1971	07	31	23.95	10.92	3.12
-122.59	58.83	309.00	0002846	1971	08	01	24.23	10.51	1.15
-122.59	58.83	309.00	0002846	1971	08	02	24.51	10.43	1.62
-122.59	58.83	309.00	0002846	1971	08	03	24.52	10.89	1.93
-122.59	58.83	309.00	0002846	1971	08	04	23.80	10.85	3.04
-122.59	58.83	309.00	0002846	1971	08	05	23.85	10.41	2.12
-122.59	58.83	309.00	0002846	1971	08	06	23.43	10.43	1.43
-122.59	58.83	309.00	0002846	1971	08	07	22.98	9.95	3.49
-122.59	58.83	309.00	0002846	1971	08	08	23.20	9.77	3.01
-122.59	58.83	309.00	0002846	1971	08	09	23.45	9.86	3.07
-122.59	58.83	309.00	0002846	1971	08	10	23.25	9.67	1.90
-122.59	58.83	309.00	0002846	1971	08	11	23.04	9.02	1.59
-122.59	58.83	309.00	0002846	1971	08	12	22.55	9.47	1.96
-122.59	58.83	309.00	0002846	1971	08	13	23.46	8.54	1.11
-122.59	58.83	309.00	0002846	1971	08	14	22.12	9.33	3.06
-122.59	58.83	309.00	0002846	1971	08	15	21.05	8.83	1.85
-122.59	58.83	309.00	0002846	1971	08	16	21.35	8.47	2.49
-122.59	58.83	309.00	0002846	1971	08	17	21.60	9.15	3.03
-122.59	58.83	309.00	0002846	1971	08	18	21.21	8.90	2.92
-122.59	58.83	309.00	0002846	1971	08	19	20.53	8.59	1.91
-122.59	58.83	309.00	0002846	1971	08	20	20.59	8.02	1.69
-122.59	58.83	309.00	0002846	1971	08	21	20.86	7.58	1.79
-122.59	58.83	309.00	0002846	1971	08	22	21.19	7.12	1.87
-122.59	58.83	309.00	0002846	1971	08	23	19.13	7.33	2.17
-122.59	58.83	309.00	0002846	1971	08	24	19.20	6.38	2.09
-122.59	58.83	309.00	0002846	1971	08	25	19.65	6.29	1.27
-122.59	58.83	309.00	0002846	1971	08	26	20.30	6.20	2.32
-122.59	58.83	309.00	0002846	1971	08	27	19.58	6.43	2.64
-122.59	58.83	309.00	0002846	1971	08	28	19.21	6.51	1.37
-122.59	58.83	309.00	0002846	1971	08	29	18.38	6.41	1.54
-122.59	58.83	309.00	0002846	1971	08	30	18.05	5.90	1.76
-122.59	58.83	309.00	0002846	1971	08	31	18.06	6.37	1.99
-122.59	58.83	309.00	0002846	1971	09	01	18.74	5.95	2.90
-122.59	58.83	309.00	0002846	1971	09	02	17.59	6.29	2.03
-122.59	58.83	309.00	0002846	1971	09	03	17.81	5.00	1.24
-122.59	58.83	309.00	0002846	1971	09	04	17.38	4.91	2.65
-122.59	58.83	309.00	0002846	1971	09	05	16.33	4.76	1.78
-122.59	58.83	309.00	0002846	1971	09	06	16.26	4.13	2.37
-122.59	58.83	309.00	0002846	1971	09	07	16.30	4.09	1.62
-122.59	58.83	309.00	0002846	1971	09	08	17.01	3.70	0.78
-122.59	58.83	309.00	0002846	1971	09	09	16.95	3.96	1.17
-122.59	58.83	309.00	0002846	1971	09	10	16.76	3.77	1.15
-122.59	58.83	309.00	0002846	1971	09	11	17.39	4.17	1.28
-122.59	58.83	309.00	0002846	1971	09	12	17.43	4.19	1.48
-122.59	58.83	309.00	0002846	1971	09	13	16.91	3.93	1.36
-122.59	58.83	309.00	0002846	1971	09	14	16.59	4.13	0.96
-122.59	58.83	309.00	0002846	1971	09	15	16.90	3.66	1.74
-122.59	58.83	309.00	0002846	1971	09	16	14.89	3.61	2.78
-122.59	58.83	309.00	0002846	1971	09	17	15.89	2.17	0.43
-122.59	58.83	309.00	0002846	1971	09	18	16.25	2.00	0.20
-122.59	58.83	309.00	0002846	1971	09	19	16.64	2.03	0.54
-122.59	58.83	309.00	0002846	1971	09	20	15.78	2.15	0.95
-122.59	58.83	309.00	0002846	1971	09	21	16.47	1.99	0.67
-122.59	58.83	309.00	0002846	1971	09	22	15.95	2.78	1.07
-122.59	58.83	309.00	0002846	1971	09	23	14.92	3.13	1.38
-122.59	58.83	309.00	0002846	1971	09	24	14.50	2.27	1.00
-122.59	58.83	309.00	0002846	1971	09	25	14.05	1.95	0.81
-122.59	58.83	309.00	0002846	1971	09	26	13.00	1.19	0.97
-122.59	58.83	309.00	0002846	1971	09	27	12.18	0.96	0.87
-122.59	58.83	309.00	0002846	1971	09	28	12.10	0.79	1.09
-122.59	58.83	309.00	0002846	1971	09	29	11.46	0.46	1.19
-122.59	58.83	309.00	0002846	1971	09	30	11.25	-0.01	0.92
-122.59	58.83	309.00	0002846	1971	10	01	11.78	0.06	1.02
-122.59	58.83	309.00	0002846	1971	10	02	11.29	0.16	1.96
-122.59	58.83	309.00	0002846	1971	10	03	8.79	0.06	1.81
-122.59	58.83	309.00	0002846	1971	10	04	8.63	-1.11	0.50
-122.59	58.83	309.00	0002846	1971	10	05	9.65	-1.18	0.57
-122.59	58.83	309.00	0002846	1971	10	06	9.54	-1.00	1.01
-122.59	58.83	309.00	0002846	1971	10	07	10.85	-1.03	0.78
-122.59	58.83	309.00	0002846	1971	10	08	10.05	-0.86	0.84
-122.59	58.83	309.00	0002846	1971	10	09	10.53	-1.43	0.66
-122.59	58.83	309.00	0002846	1971	10	10	10.41	-1.58	0.63
-122.59	58.83	309.00	0002846	1971	10	11	9.99	-1.66	0.86
-122.59	58.83	309.00	0002846	1971	10	12	8.54	-1.92	0.72
-122.59	58.83	309.00	0002846	1971	10	13	7.00	-1.65	1.02
-122.59	58.83	309.00	0002846	1971	10	14	7.10	-2.27	0.60
-122.59	58.83	309.00	0002846	1971	10	15	6.78	-2.84	0.65
-122.59	58.83	309.00	0002846	1971	10	16	5.99	-3.46	0.95
-122.59	58.83	309.00	0002846	1971	10	17	5.74	-4.34	1.03
-122.59	58.83	309.00	0002846	1971	10	18	5.74	-3.61	1.54
-122.59	58.83	309.00	0002846	1971	10	19	5.62	-3.96	0.79
-122.59	58.83	309.00	0002846	1971	10	20	4.75	-4.38	0.78
-122.59	58.83	309.00	0002846	1971	10	21	3.37	-5.02	1.48
-122.59	58.83	309.00	0002846	1971	10	22	3.01	-5.14	0.98
-122.59	58.83	309.00	0002846	1971	10	23	3.66	-5.65	0.87
-122.59	58.83	309.00	0002846	1971	10	24	3.29	-4.41	0.78
-122.59	58.83	309.00	0002846	1971	10	25	1.97	-5.80	1.55
-122.59	58.83	309.00	0002846	1971	10	26	1.80	-6.40	1.28
-122.59	58.83	309.00	0002846	1971	10	27	0.80	-7.69	1.10
-122.59	58.83	309.00	0002846	1971	10	28	-0.24	-8.88	1.08
-122.59	58.83	309.00	0002846	1971	10	29	0.12	-9.96	0.43
-122.59	58.83	309.00	0002846	1971	10	30	-0.24	-9.36	0.60
-122.59	58.83	309.00	0002846	1971	10	31	-0.82	-9.23	1.20
-122.59	58.83	309.00	0002846	1971	11	01	-1.60	-10.79	1.10
-122.59	58.83	309.00	0002846	1971	11	02	-1.95	-11.20	0.93
-122.59	58.83	309.00	0002846	1971	11	03	-2.44	-10.82	1.12
-122.59	58.83	309.00	0002846	1971	11	04	-2.57	-11.46	1.01
-122.59	58.83	309.00	0002846	1971	11	05	-3.24	-12.24	1.22
-122.59	58.83	309.00	0002846	1971	11	06	-5.15	-12.87	0.74
-122.59	58.83	309.00	0002846	1971	11	07	-5.56	-12.97	1.26
-122.59	58.83	309.00	0002846	1971	11	08	-7.62	-14.84	0.84
-122.59	58.83	309.00	0002846	1971	11	09	-7.68	-15.64	0.93
-122.59	58.83	309.00	0002846	1971	11	10	-7.78	-16.62	0.65
-122.59	58.83	309.00	0002846	1971	11	11	-7.71	-15.78	0.41
-122.59	58.83	309.00	0002846	1971	11	12	-6.40	-15.42	0.40
-122.59	58.83	309.00	0002846	1971	11	13	-6.83	-14.85	0.93
-122.59	58.83	309.00	0002846	1971	11	14	-7.47	-15.34	0.57
-122.59	58.83	309.00	0002846	1971	11	15	-7.86	-15.95	1.94
-122.59	58.83	309.00	0002846	1971	11	16	-8.55	-15.78	0.87
-122.59	58.83	309.00	0002846	1971	11	17	-9.57	-17.52	0.74
-122.59	58.83	309.00	0002846	1971	11	18	-9.54	-17.96	0.62
-122.59	58.83	309.00	0002846	1971	11	19	-10.56	-18.99	0.77
-122.59	58.83	309.00	0002846	1971	11	20	-10.41	-19.19	0.57
-122.59	58.83	309.00	0002846	1971	11	21	-11.01	-19.09	0.79
-122.59	58.83	309.00	0002846	1971	11	22	-10.98	-19.46	0.69
-122.59	58.83	309.00	0002846	1971	11	23	-11.91	-19.36	0.59
-122.59	58.83	309.00	0002846	1971	11	24	-10.80	-19.63	0.72
-122.59	58.83	309.00	0002846	1971	11	25	-12.53	-19.99	0.83
-122.59	58.83	309.00	0002846	1971	11	26	-11.74	-20.31	0.58
-122.59	58.83	309.00	0002846	1971	11	27	-10.72	-18.98	0.75
-122.59	58.83	309.00	0002846	1971	11	28	-11.25	-18.70	0.65
-122.59	58.83	309.00	0002846	1971	11	29	-10.40	-19.14	0.76
-122.59	58.83	309.00	0002846	1971	11	30	-11.73	-20.44	0.66
-122.59	58.83	309.00	0002846	1971	12	01	-13.60	-21.22	0.61
-122.59	58.83	309.00	0002846	1971	12	02	-13.98	-21.57	0.73
-122.59	58.83	309.00	0002846	1971	12	03	-14.55	-21.81	1.01
-122.59	58.83	309.00	0002846	1971	12	04	-14.08	-22.60	0.60
-122.59	58.83	309.00	0002846	1971	12	05	-14.94	-23.04	0.62
-122.59	58.83	309.00	0002846	1971	12	06	-14.82	-23.46	0.96
-122.59	58.83	309.00	0002846	1971	12	07	-16.28	-24.03	0.75
-122.59	58.83	309.00	0002846	1971	12	08	-15.77	-23.60	0.86
-122.59	58.83	309.00	0002846	1971	12	09	-16.23	-24.72	0.49
-122.59	58.83	309.00	0002846	1971	12	10	-16.19	-24.05	0.69
-122.59	58.83	309.00	0002846	1971	12	11	-14.87	-24.17	0.73
-122.59	58.83	309.00	0002846	1971	12	12	-17.01	-23.48	0.60
-122.59	58.83	309.00	0002846	1971	12	13	-15.53	-23.69	0.87
-122.59	58.83	309.00	0002846	1971	12	14	-15.48	-22.88	0.67
-122.59	58.83	309.00	0002846	1971	12	15	-15.29	-23.69	0.75
-122.59	58.83	309.00	0002846	1971	12	16	-15.77	-23.88	1.23
-122.59	58.83	309.00	0002846	1971	12	17	-15.95	-24.32	0.84
-122.59	58.83	309.00	0002846	1971	12	18	-14.60	-23.40	0.36
-122.59	58.83	309.00	0002846	1971	12	19	-14.15	-22.73	0.70
-122.59	58.83	309.00	0002846	1971	12	20	-14.52	-22.91	0.43
-122.59	58.83	309.00	0002846	1971	12	21	-14.86	-23.31	0.53
-122.59	58.83	309.00	0002846	1971	12	22	-13.93	-23.59	0.25
-122.59	58.83	309.00	0002846	1971	12	23	-14.21	-23.45	0.69
-122.59	58.83	309.00	0002846	1971	12	24	-13.76	-22.90	0.67
-122.59	58.83	309.00	0002846	1971	12	25	-12.66	-21.08	0.58
-122.59	58.83	309.00	0002846	1971	12	26	-12.64	-21.70	0.74
-122.59	58.83	309.00	0002846	1971	12	27	-14.83	-23.22	0.30
-122.59	58.83	309.00	0002846	1971	12	28	-15.47	-22.82	0.30
-122.59	58.83	309.00	0002846	1971	12	29	-15.49	-24.03	0.38
-122.59	58.83	309.00	0002846	1971	12	30	-16.61	-24.55	0.47
-122.59	58.83	309.00	0002846	1971	12	31	-15.94	-24.26	0.68
